timestamp,voltage,temperature,current,soc,dt_seconds,runtime_left_minutes,abs_current,power,voltage_lag1,current_lag1,temperature_lag1,avg_voltage_5,avg_current_5,avg_temp_5,d_voltage,d_current,d_temperature
59:59.0,20256,25,0,85,2.640777,,0,0,20258,0,25,20256.2,0,25,-2,0,0
00:01.6,20257,25,0,85,2.574659,,0,0,20256,0,25,20256.6,0,25,1,0,0
00:04.3,20256,25,0,85,2.644608,,0,0,20257,0,25,20256.6,0,25,-1,0,0
00:06.8,20257,25,0,85,2.574992,,0,0,20256,0,25,20256.8,0,25,1,0,0
00:09.5,20255,25,0,85,2.650006,,0,0,20257,0,25,20256.2,0,25,-2,0,0
00:12.1,20256,25,0,85,2.578515,,0,0,20255,0,25,20256.2,0,25,1,0,0
00:14.7,20255,25,0,85,2.63701,,0,0,20256,0,25,20255.8,0,25,-1,0,0
00:17.3,20256,25,0,85,2.574967,,0,0,20255,0,25,20255.8,0,25,1,0,0
00:19.9,20256,25,0,85,2.638529,,0,0,20256,0,25,20255.6,0,25,0,0,0
00:22.5,20256,25,0,85,2.576096,,0,0,20256,0,25,20255.8,0,25,0,0,0
00:25.1,20256,25,0,85,2.629406,,0,0,20256,0,25,20255.8,0,25,0,0,0
00:27.7,20257,25,0,85,2.576864,,0,0,20256,0,25,20256.2,0,25,1,0,0
00:30.3,20257,25,0,85,2.632826,,0,0,20257,0,25,20256.4,0,25,0,0,0
00:32.9,20257,25,0,85,2.577041,,0,0,20257,0,25,20256.6,0,25,0,0,0
00:35.5,20257,25,0,85,2.626919,,0,0,20257,0,25,20256.8,0,25,0,0,0
00:38.1,20257,25,0,85,2.576528,,0,0,20257,0,25,20257,0,25,0,0,0
00:40.7,20257,25,0,85,2.628969,,0,0,20257,0,25,20257,0,25,0,0,0
00:43.3,20257,25,0,85,2.577446,,0,0,20257,0,25,20257,0,25,0,0,0
00:46.0,20256,25,0,85,2.651748,,0,0,20257,0,25,20256.8,0,25,-1,0,0
00:48.5,20256,25,0,85,2.580768,,0,0,20256,0,25,20256.6,0,25,0,0,0
00:51.2,20256,25,0,85,2.65183,,0,0,20256,0,25,20256.4,0,25,0,0,0
00:53.8,20256,25,0,85,2.579144,,0,0,20256,0,25,20256.2,0,25,0,0,0
00:56.4,20258,25,0,85,2.63556,,0,0,20256,0,25,20256.4,0,25,2,0,0
00:59.0,20257,25,0,85,2.577881,,0,0,20258,0,25,20256.6,0,25,-1,0,0
01:01.6,20257,25,0,85,2.630199,,0,0,20257,0,25,20256.8,0,25,0,0,0
01:04.2,20257,25,0,85,2.577832,,0,0,20257,0,25,20257,0,25,0,0,0
01:06.8,20258,25,0,85,2.625936,,0,0,20257,0,25,20257.4,0,25,1,0,0
01:09.4,20256,25,0,85,2.578974,,0,0,20258,0,25,20257,0,25,-2,0,0
01:12.0,20257,25,0,85,2.631573,,0,0,20256,0,25,20257,0,25,1,0,0
01:14.6,20256,25,0,85,2.579365,,0,0,20257,0,25,20256.8,0,25,-1,0,0
01:17.3,20257,25,0,85,2.650995,,0,0,20256,0,25,20256.8,0,25,1,0,0
01:19.8,20257,25,0,85,2.579047,,0,0,20257,0,25,20256.6,0,25,0,0,0
01:22.5,20257,25,0,85,2.642013,,0,0,20257,0,25,20256.8,0,25,0,0,0
01:25.1,20258,25,0,85,2.579247,,0,0,20257,0,25,20257,0,25,1,0,0
01:27.7,20258,25,0,85,2.647938,,0,0,20258,0,25,20257.4,0,25,0,0,0
01:30.3,20258,25,0,85,2.580222,,0,0,20258,0,25,20257.6,0,25,0,0,0
01:32.9,20257,25,0,85,2.630997,,0,0,20258,0,25,20257.6,0,25,-1,0,0
01:35.5,20257,25,0,85,2.579853,,0,0,20257,0,25,20257.6,0,25,0,0,0
01:38.1,20258,25,0,85,2.623294,,0,0,20257,0,25,20257.6,0,25,1,0,0
01:40.7,20258,25,0,85,2.580227,,0,0,20258,0,25,20257.6,0,25,0,0,0
01:43.4,20258,25,0,85,2.651247,,0,0,20258,0,25,20257.6,0,25,0,0,0
01:45.9,20259,25,0,85,2.581028,,0,0,20258,0,25,20258,0,25,1,0,0
01:48.6,20259,25,0,85,2.653942,,0,0,20259,0,25,20258.4,0,25,0,0,0
01:51.2,20258,25,0,85,2.581124,,0,0,20259,0,25,20258.4,0,25,-1,0,0
01:53.8,20260,25,0,85,2.642394,,0,0,20258,0,25,20258.8,0,25,2,0,0
01:56.4,20258,25,0,85,2.581589,,0,0,20260,0,25,20258.8,0,25,-2,0,0
01:59.0,20258,25,1,85,2.627476,854249,1,20258,20258,0,25,20258.6,0.2,25,0,1,0
02:01.6,20257,25,1,85,2.581242,854249,1,20257,20258,1,25,20258.2,0.4,25,-1,0,0
02:04.2,20258,25,0,85,2.646985,,0,0,20257,1,25,20258.2,0.4,25,1,-1,0
02:06.8,20259,25,1,85,2.581573,854249,1,20259,20258,0,25,20258,0.6,25,1,1,0
02:09.5,20258,25,1,85,2.657843,854249,1,20258,20259,1,25,20258,0.8,25,-1,0,0
02:12.1,20258,25,0,85,2.582347,,0,0,20258,1,25,20258,0.6,25,0,-1,0
02:14.7,20258,25,1,85,2.656371,854249,1,20258,20258,0,25,20258.2,0.6,25,0,1,0
02:17.3,20258,25,1,85,2.58274,854249,1,20258,20258,1,25,20258.2,0.8,25,0,0,0
02:20.0,20258,25,0,85,2.65723,,0,0,20258,1,25,20258,0.6,25,0,-1,0
02:22.6,20258,25,0,85,2.583313,,0,0,20258,0,25,20258,0.4,25,0,0,0
02:25.2,20257,25,0,85,2.658821,,0,0,20258,0,25,20257.8,0.4,25,-1,0,0
02:27.8,20258,25,0,85,2.585926,,0,0,20257,0,25,20257.8,0.2,25,1,0,0
02:30.4,20258,25,0,85,2.626224,,0,0,20258,0,25,20257.8,0,25,0,0,0
02:33.0,20257,25,0,85,2.58326,,0,0,20258,0,25,20257.6,0,25,-1,0,0
02:35.7,20258,25,0,85,2.658085,,0,0,20257,0,25,20257.6,0,25,1,0,0
02:38.2,20258,25,1,85,2.583704,854249,1,20258,20258,0,25,20257.8,0.2,25,0,1,0
02:40.9,20258,25,1,85,2.661081,854249,1,20258,20258,1,25,20257.8,0.4,25,0,0,0
02:43.5,20259,25,1,85,2.584292,854249,1,20259,20258,1,25,20258,0.6,25,1,0,0
02:46.1,20258,25,0,85,2.650859,,0,0,20259,1,25,20258.2,0.6,25,-1,-1,0
02:48.7,20257,25,0,85,2.583896,,0,0,20258,0,25,20258,0.6,25,-1,0,0
02:51.4,20258,25,0,85,2.650211,,0,0,20257,0,25,20258,0.4,25,1,0,0
02:54.0,20258,25,0,85,2.584778,,0,0,20258,0,25,20258,0.2,25,0,0,0
02:56.6,20259,25,0,85,2.652115,,0,0,20258,0,25,20258,0,25,1,0,0
02:59.2,20258,25,0,85,2.584988,,0,0,20259,0,25,20258,0,25,-1,0,0
03:01.8,20258,25,0,85,2.627938,,0,0,20258,0,25,20258.2,0,25,0,0,0
03:04.4,20258,25,0,85,2.585617,,0,0,20258,0,25,20258.2,0,25,0,0,0
03:07.1,20260,25,0,85,2.638532,,0,0,20258,0,25,20258.6,0,25,2,0,0
03:09.6,20258,25,0,85,2.585936,,0,0,20260,0,25,20258.4,0,25,-2,0,0
03:12.3,20260,25,0,85,2.626021,,0,0,20258,0,25,20258.8,0,25,2,0,0
03:14.8,20259,25,0,85,2.586044,,0,0,20260,0,25,20259,0,25,-1,0,0
03:17.5,20260,25,0,85,2.64709,,0,0,20259,0,25,20259.4,0,25,1,0,0
03:20.1,20260,25,0,85,2.586107,,0,0,20260,0,25,20259.4,0,25,0,0,0
03:22.7,20258,25,0,85,2.640592,,0,0,20260,0,25,20259.4,0,25,-2,0,0
03:25.3,20258,25,0,85,2.587145,,0,0,20258,0,25,20259,0,25,0,0,0
03:28.0,20259,25,0,85,2.667873,,0,0,20258,0,25,20259,0,25,1,0,0
03:30.6,20259,25,0,85,2.587108,,0,0,20259,0,25,20258.8,0,25,0,0,0
03:33.2,20259,25,0,85,2.660049,,0,0,20259,0,25,20258.6,0,25,0,0,0
03:35.8,20259,25,0,85,2.587115,,0,0,20259,0,25,20258.8,0,25,0,0,0
03:38.5,20258,25,0,85,2.655861,,0,0,20259,0,25,20258.8,0,25,-1,0,0
03:41.1,20259,25,0,85,2.587448,,0,0,20258,0,25,20258.8,0,25,1,0,0
03:43.7,20260,25,0,85,2.660039,,0,0,20259,0,25,20259,0,25,1,0,0
03:46.3,20260,25,0,85,2.589351,,0,0,20260,0,25,20259.2,0,25,0,0,0
03:49.0,20258,25,1,85,2.662196,854249,1,20258,20260,0,25,20259,0.2,25,-2,1,0
03:51.6,20259,25,0,85,2.587841,,0,0,20258,1,25,20259.2,0.2,25,1,-1,0
03:54.2,20258,25,1,85,2.659831,854249,1,20258,20259,0,25,20259,0.4,25,-1,1,0
03:56.8,20259,25,1,85,2.588689,854249,1,20259,20258,1,25,20258.8,0.6,25,1,0,0
03:59.4,20260,25,0,85,2.626225,,0,0,20259,1,25,20258.8,0.6,25,1,-1,0
04:02.0,20260,25,1,85,2.589394,854249,1,20260,20260,0,25,20259.2,0.6,25,0,1,0
04:04.7,20260,25,1,85,2.657959,854249,1,20260,20260,1,25,20259.4,0.8,25,0,0,0
04:07.3,20259,25,0,85,2.589409,,0,0,20260,1,25,20259.6,0.6,25,-1,-1,0
04:09.9,20261,25,0,85,2.641637,,0,0,20259,0,25,20260,0.4,25,2,0,0
04:12.5,20260,25,0,85,2.590005,,0,0,20261,0,25,20260,0.4,25,-1,0,0
04:15.1,20258,25,0,85,2.633091,,0,0,20260,0,25,20259.6,0.2,25,-2,0,0
04:17.7,20260,25,0,85,2.590014,,0,0,20258,0,25,20259.6,0,25,2,0,0
04:20.4,20259,25,0,85,2.657848,,0,0,20260,0,25,20259.6,0,25,-1,0,0
04:23.0,20260,25,0,85,2.589666,,0,0,20259,0,25,20259.4,0,25,1,0,0
04:25.6,20260,25,0,85,2.656987,,0,0,20260,0,25,20259.4,0,25,0,0,0
04:28.2,20261,25,0,85,2.589985,,0,0,20260,0,25,20260,0,25,1,0,0
04:30.9,20260,25,0,85,2.664519,,0,0,20261,0,25,20260,0,25,-1,0,0
04:33.5,20260,25,0,85,2.591268,,0,0,20260,0,25,20260.2,0,25,0,0,0
04:36.1,20260,25,0,85,2.651324,,0,0,20260,0,25,20260.2,0,25,0,0,0
04:38.7,20260,25,0,85,2.591157,,0,0,20260,0,25,20260.2,0,25,0,0,0
04:41.4,20261,25,0,85,2.655254,,0,0,20260,0,25,20260.2,0,25,1,0,0
04:44.0,20259,25,0,85,2.591296,,0,0,20261,0,25,20260,0,25,-2,0,0
04:46.6,20260,25,0,85,2.661038,,0,0,20259,0,25,20260,0,25,1,0,0
04:49.2,20259,25,0,85,2.591391,,0,0,20260,0,25,20259.8,0,25,-1,0,0
04:51.9,20261,25,0,85,2.673353,,0,0,20259,0,25,20260,0,25,2,0,0
04:54.5,20261,25,0,85,2.592083,,0,0,20261,0,25,20260,0,25,0,0,0
04:57.1,20261,25,0,85,2.664403,,0,0,20261,0,25,20260.4,0,25,0,0,0
04:59.7,20260,25,0,85,2.591938,,0,0,20261,0,25,20260.4,0,25,-1,0,0
05:02.4,20260,25,0,85,2.651343,,0,0,20260,0,25,20260.6,0,25,0,0,0
05:05.0,20259,25,0,85,2.592577,,0,0,20260,0,25,20260.2,0,25,-1,0,0
05:07.6,20261,25,0,85,2.648816,,0,0,20259,0,25,20260.2,0,25,2,0,0
05:10.2,20260,25,0,85,2.592563,,0,0,20261,0,25,20260,0,25,-1,0,0
05:12.9,20260,25,0,85,2.664494,,0,0,20260,0,25,20260,0,25,0,0,0
05:15.5,20259,25,0,85,2.593142,,0,0,20260,0,25,20259.8,0,25,-1,0,0
05:18.1,20261,25,0,85,2.656733,,0,0,20259,0,25,20260.2,0,25,2,0,0
05:20.7,20261,25,0,85,2.593229,,0,0,20261,0,25,20260.2,0,25,0,0,0
05:23.4,20261,25,0,85,2.631638,,0,0,20261,0,25,20260.4,0,25,0,0,0
05:26.0,20261,25,0,85,2.59377,,0,0,20261,0,25,20260.6,0,25,0,0,0
05:28.6,20260,25,0,85,2.668518,,0,0,20261,0,25,20260.8,0,25,-1,0,0
05:31.2,20261,25,0,85,2.594413,,0,0,20260,0,25,20260.8,0,25,1,0,0
05:33.9,20261,25,0,85,2.669898,,0,0,20261,0,25,20260.8,0,25,0,0,0
05:36.5,20260,25,0,85,2.594649,,0,0,20261,0,25,20260.6,0,25,-1,0,0
05:39.1,20261,25,0,85,2.649981,,0,0,20260,0,25,20260.6,0,25,1,0,0
05:41.7,20261,25,0,85,2.595479,,0,0,20261,0,25,20260.8,0,25,0,0,0
05:44.4,20260,25,0,85,2.660805,,0,0,20261,0,25,20260.6,0,25,-1,0,0
05:47.0,20261,25,0,85,2.595627,,0,0,20260,0,25,20260.6,0,25,1,0,0
05:49.6,20261,25,0,85,2.654607,,0,0,20261,0,25,20260.8,0,25,0,0,0
05:52.2,20261,25,0,85,2.595557,,0,0,20261,0,25,20260.8,0,25,0,0,0
05:54.9,20261,25,0,85,2.674151,,0,0,20261,0,25,20260.8,0,25,0,0,0
05:57.5,20261,25,0,85,2.596814,,0,0,20261,0,25,20261,0,25,0,0,0
06:00.2,20262,25,0,85,2.666965,,0,0,20261,0,25,20261.2,0,25,1,0,0
06:02.8,20260,25,1,85,2.598263,854249,1,20260,20262,0,25,20261,0.2,25,-2,1,0
06:05.4,20260,25,1,85,2.656938,854249,1,20260,20260,1,25,20260.8,0.4,25,0,0,0
06:08.0,20261,25,1,85,2.596824,854249,1,20261,20260,1,25,20260.8,0.6,25,1,0,0
06:10.7,20261,25,1,85,2.682928,854249,1,20261,20261,1,25,20260.8,0.8,25,0,0,0
06:13.3,20261,25,0,85,2.598708,,0,0,20261,1,25,20260.6,0.8,25,0,-1,0
06:15.9,20261,25,0,85,2.643559,,0,0,20261,0,25,20260.8,0.6,25,0,0,0
06:18.5,20260,25,1,85,2.597942,854249,1,20260,20261,0,25,20260.8,0.6,25,-1,1,0
06:21.2,20262,25,0,85,2.671876,,0,0,20260,1,25,20261,0.4,25,2,-1,0
06:23.8,20261,25,1,85,2.598666,854249,1,20261,20262,0,25,20261,0.4,25,-1,1,0
06:26.5,20262,25,1,85,2.664842,854249,1,20262,20261,1,25,20261.2,0.6,25,1,0,0
06:29.1,20261,25,0,85,2.598931,,0,0,20262,1,25,20261.2,0.6,25,-1,-1,0
06:31.7,20261,25,0,85,2.659725,,0,0,20261,0,25,20261.4,0.4,25,0,0,0
06:34.3,20261,25,0,85,2.600344,,0,0,20261,0,25,20261.2,0.4,25,0,0,0
06:37.0,20261,25,0,85,2.674675,,0,0,20261,0,25,20261.2,0.2,25,0,0,0
06:39.6,20261,25,0,85,2.6001,,0,0,20261,0,25,20261,0,25,0,0,0
06:42.3,20261,25,0,85,2.674609,,0,0,20261,0,25,20261,0,25,0,0,0
06:44.9,20261,25,0,85,2.600272,,0,0,20261,0,25,20261,0,25,0,0,0
06:47.5,20260,25,0,85,2.646711,,0,0,20261,0,25,20260.8,0,25,-1,0,0
06:50.1,20261,25,0,85,2.599565,,0,0,20260,0,25,20260.8,0,25,1,0,0
06:52.8,20261,25,0,85,2.672319,,0,0,20261,0,25,20260.8,0,25,0,0,0
06:55.4,20261,25,0,85,2.600916,,0,0,20261,0,25,20260.8,0,25,0,0,0
06:58.1,20260,25,0,85,2.678918,,0,0,20261,0,25,20260.6,0,25,-1,0,0
07:00.7,20261,25,0,85,2.601251,,0,0,20260,0,25,20260.8,0,25,1,0,0
07:03.4,20261,25,0,85,2.672823,,0,0,20261,0,25,20260.8,0,25,0,0,0
07:06.0,20261,25,0,85,2.600472,,0,0,20261,0,25,20260.8,0,25,0,0,0
07:08.6,20261,25,0,85,2.677697,,0,0,20261,0,25,20260.8,0,25,0,0,0
07:11.2,20261,25,0,85,2.602403,,0,0,20261,0,25,20261,0,25,0,0,0
07:13.9,20260,25,0,85,2.67368,,0,0,20261,0,25,20260.8,0,25,-1,0,0
07:16.5,20261,25,1,85,2.601618,854249,1,20261,20260,0,25,20260.8,0.2,25,1,1,0
07:19.2,20260,25,0,85,2.673516,,0,0,20261,1,25,20260.6,0.2,25,-1,-1,0
07:21.8,20260,25,0,85,2.601769,,0,0,20260,0,25,20260.4,0.2,25,0,0,0
07:24.4,20261,25,0,85,2.645814,,0,0,20260,0,25,20260.4,0.2,25,1,0,0
07:27.0,20262,25,0,85,2.602564,,0,0,20261,0,25,20260.8,0.2,25,1,0,0
07:29.7,20261,25,0,85,2.67807,,0,0,20262,0,25,20260.8,0,25,-1,0,0
07:32.3,20261,25,0,85,2.60411,,0,0,20261,0,25,20261,0,25,0,0,0
07:35.0,20261,25,0,85,2.680054,,0,0,20261,0,25,20261.2,0,25,0,0,0
07:37.6,20261,25,0,85,2.603086,,0,0,20261,0,25,20261.2,0,25,0,0,0
07:40.3,20260,25,0,85,2.646476,,0,0,20261,0,25,20260.8,0,25,-1,0,0
07:42.9,20261,25,0,85,2.603966,,0,0,20260,0,25,20260.8,0,25,1,0,0
07:45.5,20261,25,0,85,2.681228,,0,0,20261,0,25,20260.8,0,25,0,0,0
07:48.1,20261,25,0,85,2.606057,,0,0,20261,0,25,20260.8,0,25,0,0,0
07:50.8,20262,25,0,85,2.679171,,0,0,20261,0,25,20261,0,25,1,0,0
07:53.4,20261,25,0,85,2.604178,,0,0,20262,0,25,20261.2,0,25,-1,0,0
07:56.1,20261,25,0,85,2.67966,,0,0,20261,0,25,20261.2,0,25,0,0,0
07:58.7,20261,25,0,85,2.607668,,0,0,20261,0,25,20261.2,0,25,0,0,0
08:01.4,20261,25,0,85,2.673331,,0,0,20261,0,25,20261.2,0,25,0,0,0
08:04.0,20261,25,0,85,2.606683,,0,0,20261,0,25,20261,0,25,0,0,0
08:06.7,20261,25,0,85,2.656381,,0,0,20261,0,25,20261,0,25,0,0,0
08:09.3,20260,25,1,85,2.605249,854249,1,20260,20261,0,25,20260.8,0.2,25,-1,1,0
08:11.9,20261,25,0,85,2.67761,,0,0,20260,1,25,20260.8,0.2,25,1,-1,0
08:14.5,20261,25,0,85,2.60595,,0,0,20261,0,25,20260.8,0.2,25,0,0,0
08:17.2,20261,25,1,85,2.678783,854249,1,20261,20261,0,25,20260.8,0.4,25,0,1,0
08:19.8,20261,25,0,85,2.606801,,0,0,20261,1,25,20260.8,0.4,25,0,-1,0
08:22.5,20262,25,0,85,2.671156,,0,0,20261,0,25,20261.2,0.2,25,1,0,0
08:25.1,20262,25,0,85,2.606812,,0,0,20262,0,25,20261.4,0.2,25,0,0,0
08:27.8,20262,25,0,85,2.676577,,0,0,20262,0,25,20261.6,0.2,25,0,0,0
08:30.4,20262,25,0,85,2.607568,,0,0,20262,0,25,20261.8,0,25,0,0,0
08:33.0,20260,25,0,85,2.660999,,0,0,20262,0,25,20261.6,0,25,-2,0,0
08:35.7,20261,25,0,85,2.606684,,0,0,20260,0,25,20261.4,0,25,1,0,0
08:38.3,20260,25,0,85,2.683462,,0,0,20261,0,25,20261,0,25,-1,0,0
08:40.9,20261,25,0,85,2.606819,,0,0,20260,0,25,20260.8,0,25,1,0,0
08:43.6,20261,25,0,85,2.679589,,0,0,20261,0,25,20260.6,0,25,0,0,0
08:46.2,20261,25,0,85,2.609361,,0,0,20261,0,25,20260.8,0,25,0,0,0
08:48.9,20261,25,0,85,2.68391,,0,0,20261,0,25,20260.8,0,25,0,0,0
08:51.5,20261,25,0,85,2.608742,,0,0,20261,0,25,20261,0,25,0,0,0
08:54.2,20262,25,0,85,2.683592,,0,0,20261,0,25,20261.2,0,25,1,0,0
08:56.8,20261,25,0,85,2.612075,,0,0,20262,0,25,20261.2,0,25,-1,0,0
08:59.5,20262,25,0,85,2.64622,,0,0,20261,0,25,20261.4,0,25,1,0,0
09:02.1,20261,25,0,85,2.608814,,0,0,20262,0,25,20261.4,0,25,-1,0,0
09:04.8,20262,25,0,85,2.681031,,0,0,20261,0,25,20261.6,0,25,1,0,0
09:07.4,20261,25,0,85,2.609019,,0,0,20262,0,25,20261.4,0,25,-1,0,0
09:10.0,20262,25,0,85,2.667597,,0,0,20261,0,25,20261.6,0,25,1,0,0
09:12.6,20263,25,0,85,2.60921,,0,0,20262,0,25,20261.8,0,25,1,0,0
09:15.3,20262,25,0,85,2.680423,,0,0,20263,0,25,20262,0,25,-1,0,0
09:17.9,20262,25,0,85,2.609431,,0,0,20262,0,25,20262,0,25,0,0,0
09:20.6,20260,25,0,85,2.692208,,0,0,20262,0,25,20261.8,0,25,-2,0,0
09:23.2,20261,25,0,85,2.609604,,0,0,20260,0,25,20261.6,0,25,1,0,0
09:25.9,20261,25,0,85,2.686062,,0,0,20261,0,25,20261.2,0,25,0,0,0
09:28.5,20261,25,0,85,2.614239,,0,0,20261,0,25,20261,0,25,0,0,0
09:31.2,20262,25,0,85,2.683769,,0,0,20261,0,25,20261,0,25,1,0,0
09:33.8,20262,25,0,85,2.610717,,0,0,20262,0,25,20261.4,0,25,0,0,0
09:36.5,20261,25,0,85,2.655871,,0,0,20262,0,25,20261.4,0,25,-1,0,0
09:39.1,20262,25,0,85,2.615525,,0,0,20261,0,25,20261.6,0,25,1,0,0
09:41.8,20262,25,0,85,2.685427,,0,0,20262,0,25,20261.8,0,25,0,0,0
09:44.4,20262,25,0,85,2.611586,,0,0,20262,0,25,20261.8,0,25,0,0,0
09:47.1,20262,25,0,85,2.686613,,0,0,20262,0,25,20261.8,0,25,0,0,0
09:49.7,20261,25,0,85,2.611707,,0,0,20262,0,25,20261.8,0,25,-1,0,0
09:52.4,20262,25,0,85,2.687766,,0,0,20261,0,25,20261.8,0,25,1,0,0
09:55.0,20263,25,0,85,2.612226,,0,0,20262,0,25,20262,0,25,1,0,0
09:57.7,20262,25,0,85,2.657625,,0,0,20263,0,25,20262,0,25,-1,0,0
10:00.3,20261,25,0,85,2.613621,,0,0,20262,0,25,20261.8,0,25,-1,0,0
10:03.0,20262,25,0,85,2.684692,,0,0,20261,0,25,20262,0,25,1,0,0
10:05.6,20261,25,0,85,2.612597,,0,0,20262,0,25,20261.8,0,25,-1,0,0
10:08.2,20262,25,0,85,2.676801,,0,0,20261,0,25,20261.6,0,25,1,0,0
10:10.9,20262,25,0,85,2.612811,,0,0,20262,0,25,20261.6,0,25,0,0,0
10:13.5,20260,25,0,85,2.680737,,0,0,20262,0,25,20261.4,0,25,-2,0,0
10:16.2,20261,25,0,85,2.618087,,0,0,20260,0,25,20261.2,0,25,1,0,0
10:18.8,20261,25,0,85,2.685725,,0,0,20261,0,25,20261.2,0,25,0,0,0
10:21.5,20263,25,0,85,2.613378,,0,0,20261,0,25,20261.4,0,25,2,0,0
10:24.1,20261,25,0,85,2.685881,,0,0,20263,0,25,20261.2,0,25,-2,0,0
10:26.8,20262,25,0,85,2.613764,,0,0,20261,0,25,20261.6,0,25,1,0,0
10:29.4,20262,25,0,85,2.667728,,0,0,20262,0,25,20261.8,0,25,0,0,0
10:32.0,20263,25,0,85,2.615325,,0,0,20262,0,25,20262.2,0,25,1,0,0
10:34.7,20262,25,0,85,2.681839,,0,0,20263,0,25,20262,0,25,-1,0,0
10:37.3,20263,25,0,85,2.615749,,0,0,20262,0,25,20262.4,0,25,1,0,0
10:40.0,20262,25,0,85,2.688144,,0,0,20263,0,25,20262.4,0,25,-1,0,0
10:42.6,20261,25,0,85,2.615453,,0,0,20262,0,25,20262.2,0,25,-1,0,0
10:45.3,20261,25,0,85,2.697546,,0,0,20261,0,25,20261.8,0,25,0,0,0
10:48.0,20261,25,0,85,2.615946,,0,0,20261,0,25,20261.6,0,25,0,0,0
10:50.6,20262,25,0,85,2.692123,,0,0,20261,0,25,20261.4,0,25,1,0,0
10:53.3,20261,25,0,85,2.616291,,0,0,20262,0,25,20261.2,0,25,-1,0,0
10:56.0,20261,25,0,85,2.695851,,0,0,20261,0,25,20261.2,0,25,0,0,0
10:58.6,20262,25,0,85,2.616948,,0,0,20261,0,25,20261.4,0,25,1,0,0
11:01.3,20262,25,0,85,2.694595,,0,0,20262,0,25,20261.6,0,25,0,0,0
11:03.9,20263,25,0,85,2.616645,,0,0,20262,0,25,20261.8,0,25,1,0,0
11:06.6,20260,25,1,85,2.668991,854249,1,20260,20263,0,25,20261.6,0.2,25,-3,1,0
11:09.2,20263,25,1,85,2.622702,854249,1,20263,20260,1,25,20262,0.4,25,3,0,0
11:11.9,20261,25,0,85,2.673728,,0,0,20263,1,25,20261.8,0.4,25,-2,-1,0
11:14.5,20261,25,1,85,2.618147,854249,1,20261,20261,0,25,20261.6,0.6,25,0,1,0
11:17.2,20262,25,1,85,2.681598,854249,1,20262,20261,1,25,20261.4,0.8,25,1,0,0
11:19.8,20262,25,1,85,2.617182,854249,1,20262,20262,1,25,20261.8,0.8,25,0,0,0
11:22.5,20261,25,1,85,2.687618,854249,1,20261,20262,1,25,20261.4,0.8,25,-1,0,0
11:25.1,20262,25,1,85,2.618428,854249,1,20262,20261,1,25,20261.6,1,25,1,0,0
11:27.8,20261,25,1,85,2.688971,854249,1,20261,20262,1,25,20261.6,1,25,-1,0,0
11:30.4,20261,25,1,85,2.61945,854249,1,20261,20261,1,25,20261.4,1,25,0,0,0
11:33.1,20261,25,1,85,2.716491,854249,1,20261,20261,1,25,20261.2,1,25,0,0,0
11:35.7,20261,25,0,85,2.619652,,0,0,20261,1,25,20261.2,0.8,25,0,-1,0
11:38.4,20262,25,0,85,2.686964,,0,0,20261,0,25,20261.2,0.6,25,1,0,0
11:41.0,20262,25,0,85,2.618806,,0,0,20262,0,25,20261.4,0.4,25,0,0,0
11:43.7,20261,25,0,85,2.691025,,0,0,20262,0,25,20261.4,0.2,25,-1,0,0
11:46.3,20262,25,1,85,2.621197,854249,1,20262,20261,0,25,20261.6,0.2,25,1,1,0
11:49.0,20262,25,0,85,2.69039,,0,0,20262,1,25,20261.8,0.2,25,0,-1,0
11:51.6,20261,25,0,85,2.619739,,0,0,20262,0,25,20261.6,0.2,25,-1,0,0
11:54.3,20261,25,0,85,2.688824,,0,0,20261,0,25,20261.4,0.2,25,0,0,0
11:57.0,20260,25,0,85,2.620623,,0,0,20261,0,25,20261.2,0.2,25,-1,0,0
11:59.6,20262,25,0,85,2.690851,,0,0,20260,0,25,20261.2,0,25,2,0,0
12:02.3,20261,25,0,85,2.621208,,0,0,20262,0,25,20261,0,25,-1,0,0
12:05.0,20264,25,0,85,2.684534,,0,0,20261,0,25,20261.6,0,25,3,0,0
12:07.6,20262,25,0,85,2.62188,,0,0,20264,0,25,20261.8,0,25,-2,0,0
12:10.3,20261,25,0,85,2.68025,,0,0,20262,0,25,20262,0,25,-1,0,0
12:12.9,20261,25,0,85,2.621509,,0,0,20261,0,25,20261.8,0,25,0,0,0
12:15.6,20261,25,0,85,2.679682,,0,0,20261,0,25,20261.8,0,25,0,0,0
12:18.2,20262,25,0,85,2.620493,,0,0,20261,0,25,20261.4,0,25,1,0,0
12:20.9,20262,25,1,85,2.687682,854249,1,20262,20262,0,25,20261.4,0.2,25,0,1,0
12:23.5,20261,25,1,85,2.622532,854249,1,20261,20262,1,25,20261.4,0.4,25,-1,0,0
12:26.2,20263,25,1,85,2.696605,854249,1,20263,20261,1,25,20261.8,0.6,25,2,0,0
12:28.8,20263,25,1,85,2.622997,854249,1,20263,20263,1,25,20262.2,0.8,25,0,0,0
12:31.5,20265,25,1,85,2.692615,854249,1,20265,20263,1,25,20262.8,1,25,2,0,0
12:34.1,20262,25,1,85,2.622873,854249,1,20262,20265,1,25,20262.8,1,25,-3,0,0
12:36.8,20262,25,1,85,2.69736,854249,1,20262,20262,1,25,20263,1,25,0,0,0
12:39.4,20232,25,105,85,2.623386,8135,105,2124360,20262,1,25,20256.8,21.8,25,-30,104,0
